//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1430	1430	1500	3634	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Helm (1 UN)
1440	1440	1500	3635	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Royal Mask (1 UN)
1450	1450	1500	3636	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hades Helm (1 UN)
1460	1460	500	3643	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sacred Fire Helm (1 UN)
1470	1470	1000	3645	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Piercing Groove Helm (1 UN)
1480	1480	1500	3657	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phoenix Soul Helmet (1 UN)
1490	1490	500	4096	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Armor (1 UN)
1500	1500	500	4097	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Armor (1 UN)
1510	1510	500	4098	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Armor (1 UN)
1520	1520	500	4099	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Armor (1 UN)
1530	1530	500	4100	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Armor (1 UN)
1540	1540	500	4101	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Armor (1 UN)
1550	1550	500	4102	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Armor (1 UN)
1560	1560	500	4103	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Armor (1 UN)
1570	1570	500	4104	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Armor (1 UN)
1580	1580	500	4105	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Armor (1 UN)
1590	1590	500	4106	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Armor (1 UN)
1600	1600	500	4107	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Armor (1 UN)
1610	1610	500	4108	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Armor (1 UN)
1620	1620	500	4109	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Armor (1 UN)
1630	1630	500	4110	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Armor (1 UN)
1640	1640	500	4111	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Crow Armor (1 UN)
1650	1650	500	4112	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Armor (1 UN)
1660	1660	500	4113	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Armor (1 UN)
1670	1670	500	4114	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Armor (1 UN)
1680	1680	500	4115	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Armor (1 UN)
1690	1690	500	4116	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Thunder Hawk Armor (1 UN)
1700	1700	500	4117	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Dragon Armor (1 UN)
1710	1710	500	4118	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Soul Armor (1 UN)
1720	1720	500	4119	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hurricane Armor (1 UN)
1730	1730	500	4120	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Sprit Armor (1 UN)
1740	1740	500	4121	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Light Plate Armor (1 UN)
1750	1750	500	4122	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Adamantine Armor (1 UN)
1760	1760	500	4123	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Steel Armor (1 UN)
1770	1770	500	4124	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Master Armor (1 UN)
1780	1780	500	4155	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sacred Fire Armor (1 UN)
1790	1790	1000	4125	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Knight Armor (1 UN)
1800	1800	1000	4126	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Venom Mist Armor (1 UN)
1810	1810	1000	4127	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sylphid Ray Armor (1 UN)
1820	1820	1000	4128	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Volcano Armor (1 UN)
1830	1830	1000	4129	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sunlight Armor (1 UN)
1840	1840	1000	4130	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ashcrow Armor (1 UN)
1850	1850	1000	4132	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Iris Armor (1 UN)
1860	1860	1000	4131	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eclipse Armor (1 UN)
1870	1870	1000	4133	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Valiant Armor (1 UN)
1880	1880	1000	4134	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Glorious Armor (1 UN)
1890	1890	1000	4135	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Violent Wind Armor (1 UN)
1900	1900	1000	4136	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Wing Armor (1 UN)
1910	1910	1000	4137	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ancient Armor (1 UN)
1920	1920	1000	4138	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Demonic Armor (1 UN)
1930	1930	1000	4139	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Blitz Armor (1 UN)
1940	1940	1000	4140	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eternal Wing Armor (1 UN)
1950	1950	1000	4157	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Piercing Groove Armor (1 UN)
1960	1960	1500	4141	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Titan  Armor (1 UN)
1970	1970	1500	4142	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brave Armor (1 UN)
1980	1980	1500	4143	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phantom  Armor (1 UN)
1990	1990	1500	4144	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Destroy Armor (1 UN)
2000	2000	1500	4145	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Seraphim Armor (1 UN)
2010	2010	1500	4146	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Armor (1 UN)
2020	2020	1500	4147	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Royal Armor (1 UN)
2030	2030	1500	4148	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hades Armor (1 UN)
2040	2040	1500	4169	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phoenix Soul Armor (1 UN)
2050	2050	500	4608	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Pants (1 UN)
2060	2060	500	4609	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Pants (1 UN)
2070	2070	500	4610	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Pants (1 UN)
2080	2080	500	4611	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Pants (1 UN)
2090	2090	500	4612	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Pants (1 UN)
2100	2100	500	4613	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Pants (1 UN)
2110	2110	500	4614	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Pants (1 UN)
2120	2120	500	4615	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Pants (1 UN)
2130	2130	500	4616	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Pants (1 UN)
2140	2140	500	4617	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Pants (1 UN)
2150	2150	500	4618	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Pants (1 UN)
2160	2160	500	4619	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Pants (1 UN)
2170	2170	500	4620	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Pants (1 UN)
2180	2180	500	4621	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Pants (1 UN)
2190	2190	500	4622	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Pants (1 UN)
2200	2200	500	4623	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Crow Pants (1 UN)
2210	2210	500	4624	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Pants (1 UN)
2220	2220	500	4625	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Pants (1 UN)
2230	2230	500	4626	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Pants (1 UN)
2240	2240	500	4627	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Pants (1 UN)
2250	2250	500	4628	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Thunder Hawk Pants (1 UN)
2260	2260	500	4629	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Dragon Pants (1 UN)
2270	2270	500	4630	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Soul Pants (1 UN)
2280	2280	500	4631	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hurricane Pants (1 UN)
2290	2290	500	4632	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Spirit Pants (1 UN)
2300	2300	500	4633	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Light Plate Pants (1 UN)
2310	2310	500	4634	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Adamantine Pants (1 UN)
2320	2320	500	4635	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Steel Pants (1 UN)
2330	2330	500	4636	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Master Pants (1 UN)
2340	2340	500	4667	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sacred Fire Pants (1 UN)
2350	2350	1000	4637	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Knight Pants (1 UN)
2360	2360	1000	4638	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Venom Mist Pants (1 UN)
2370	2370	1000	4639	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sylphid Ray Pants (1 UN)
2380	2380	1000	4640	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Volcano Pants (1 UN)
2390	2390	1000	4641	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sunlight Pants (1 UN)
2400	2400	1000	4642	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ashcrow Pants (1 UN)
2410	2410	1000	4643	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eclipse Pants (1 UN)
2420	2420	1000	4644	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Iris Pants (1 UN)
2430	2430	1000	4645	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Valiant Pants (1 UN)
2440	2440	1000	4646	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Glorious Pants (1 UN)
2450	2450	1000	4647	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Violent Wind Pants (1 UN)
2460	2460	1000	4648	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Wing Pants (1 UN)
2470	2470	1000	4649	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ancient Pants (1 UN)
2480	2480	1000	4650	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Demonic Pants (1 UN)
2490	2490	1000	4651	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Blitz Pants (1 UN)
2500	2500	1000	4652	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eternal Wing Pants (1 UN)
2510	2510	1000	4669	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Piercing Groove Pants (1 UN)
2520	2520	1500	4653	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Titan  Pants (1 UN)
2530	2530	1500	4654	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brave Pants (1 UN)
2540	2540	1500	4655	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phantom  Pants (1 UN)
2550	2550	1500	4656	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Destroy Pants (1 UN)
2560	2560	1500	4657	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Seraphim Pants (1 UN)
2570	2570	1500	4658	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Pants (1 UN)
2580	2580	1500	4659	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Royal Pants (1 UN)
2590	2590	1500	4660	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hades Pants (1 UN)
2600	2600	1500	4681	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phoenix Soul Pants (1 UN)
2610	2610	500	5120	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Gloves (1 UN)
2620	2620	500	5121	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Gloves (1 UN)
2630	2630	500	5122	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Gloves (1 UN)
2640	2640	500	5123	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Gloves (1 UN)
2650	2650	500	5124	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Gloves (1 UN)
2660	2660	500	5125	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Gloves (1 UN)
2670	2670	500	5126	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Gloves (1 UN)
2680	2680	500	5127	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Gloves (1 UN)
2690	2690	500	5128	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Gloves (1 UN)
2700	2700	500	5129	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Gloves (1 UN)
2710	2710	500	5130	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Gloves (1 UN)
2720	2720	500	5131	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Gloves (1 UN)
2730	2730	500	5132	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Gloves (1 UN)
2740	2740	500	5133	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Gloves (1 UN)
2750	2750	500	5134	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Gloves (1 UN)
2760	2760	500	5135	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Crow Gloves (1 UN)
2770	2770	500	5136	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Gloves (1 UN)
2780	2780	500	5137	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Gloves (1 UN)
2790	2790	500	5138	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Gloves (1 UN)
2800	2800	500	5139	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Gloves (1 UN)
2810	2810	500	5140	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Thunder Hawk Gloves (1 UN)
2820	2820	500	5141	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Dragon Gloves (1 UN)
2830	2830	500	5142	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Soul Gloves (1 UN)
2840	2840	500	5143	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hurricane Gloves (1 UN)
2850	2850	500	5144	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Spirit Gloves (1 UN)
2860	2860	500	5145	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Light Plate Gloves (1 UN)
2870	2870	500	5146	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Adamantine Gloves (1 UN)
2880	2880	500	5147	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Steel Gloves (1 UN)
2890	2890	500	5148	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Master Gloves (1 UN)
2900	2900	1000	5149	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Knight Gloves (1 UN)
2910	2910	1000	5150	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Venom Mist Gloves (1 UN)
2920	2920	1000	5151	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sylphid Ray Gloves (1 UN)
2930	2930	1000	5152	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Volcano Gloves (1 UN)
2940	2940	1000	5153	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sunlight Gloves (1 UN)
2950	2950	1000	5154	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ashcrow Gloves (1 UN)
2960	2960	1000	5155	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eclipse Gloves (1 UN)
2970	2970	1000	5156	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Iris Gloves (1 UN)
2980	2980	1000	5157	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Valiant Gloves (1 UN)
2990	2990	1000	5158	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Glorious Gloves (1 UN)
3000	3000	1000	5159	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Violent Wind Gloves (1 UN)
3010	3010	1000	5160	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Wing Gloves (1 UN)
3020	3020	1000	5161	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Ancient Gloves (1 UN)
3030	3030	1000	5162	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Demonic Gloves (1 UN)
3040	3040	1000	5163	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Blitz Gloves (1 UN)
3050	3050	1000	5164	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Eternal Wing Gloves (1 UN)
3060	3060	1500	5165	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Titan  Gloves (1 UN)
3070	3070	1500	5166	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brave Gloves (1 UN)
3080	3080	1500	5167	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Phantom  Gloves (1 UN)
3090	3090	1500	5168	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Destroy Gloves (1 UN)
3100	3100	1500	5169	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Seraphim Gloves (1 UN)
3110	3110	1500	5170	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Divine Gloves (1 UN)
3120	3120	1500	5171	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Royal Gloves (1 UN)
3130	3130	1500	5172	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Hades Gloves (1 UN)
3140	3140	500	5632	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bronze Boots (1 UN)
3150	3150	500	5633	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dragon Boots (1 UN)
3160	3160	500	5634	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Pad Boots (1 UN)
3170	3170	500	5635	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Legendary Boots (1 UN)
3180	3180	500	5636	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Bone Boots (1 UN)
3190	3190	500	5637	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Leather Boots (1 UN)
3200	3200	500	5638	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Scale Boots (1 UN)
3210	3210	500	5639	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Sphinx Boots (1 UN)
3220	3220	500	5640	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Brass Boots (1 UN)
3230	3230	500	5641	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Plate Boots (1 UN)
3240	3240	500	5642	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Vine Boots (1 UN)
3250	3250	500	5643	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Silk Boots (1 UN)
3260	3260	500	5644	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Wind Boots (1 UN)
3270	3270	500	5645	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Spirit Boots (1 UN)
3280	3280	500	5646	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Guardian Boots (1 UN)
3290	3290	500	5647	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Storm Crow Boots (1 UN)
3300	3300	500	5648	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Black Dragon Boots (1 UN)
3310	3310	500	5649	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Phoenix Boots (1 UN)
3320	3320	500	5650	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Grand Soul Boots (1 UN)
3330	3330	500	5651	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Holy Spirit Boots (1 UN)
3340	3340	500	5652	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Thunder Hawk Boots (1 UN)
3350	3350	500	5653	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Great Dragon Boots (1 UN)
3360	3360	500	5654	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Dark Soul Boots (1 UN)
3370	3370	500	5656	9	1	1	0	63	0	0	0	255	255	255	255	255	0	0	// Red Spirit Boots (1 UN)
