//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
31	121	121	1	508	500	0	1210	0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	// Red Spirit Helm
31	122	122	1	508	500	0	1220	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0	// Light Plate Mask
31	123	123	1	508	500	0	1230	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	// Adamantine Mask
31	124	124	1	508	500	0	1240	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	// Dark Steel Mask
31	125	125	1	508	500	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	// Dark Master Mask
31	126	126	1	508	1000	0	1260	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	// Dragon Knight Helm
31	127	127	1	508	1000	0	1270	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	// Venom Mist Helm
31	128	128	1	508	1000	0	1280	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	// Sylphid Ray Helm
31	129	129	1	508	1000	0	1290	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	// Sunlight Mask
31	130	130	1	508	1000	0	1300	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0	// Ashcrow Helm
31	131	131	1	508	1000	0	1310	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	// Eclipse Helm
31	132	132	1	508	1000	0	1320	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	// Iris Helm
31	133	133	1	508	1000	0	1330	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	// Glorious Mask
31	134	134	1	508	1000	0	1340	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0	// Violent Wind Helm
31	135	135	1	508	1000	0	1350	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	// Red Wing Helm
31	136	136	1	508	1000	0	1360	0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	// Ancient Helm
31	137	137	1	508	1000	0	1370	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	// Demonic Helm
31	138	138	1	508	1000	0	1380	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	// Storm Blitz Helm
31	139	139	1	508	1000	0	1390	0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	// Eternal Wing Helm
31	140	140	1	508	1500	0	1400	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	// Titan  Helm
31	141	141	1	508	1500	0	1410	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	// Brave Helm
31	142	142	1	508	1500	0	1420	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	// Seraphim Helm
31	143	143	1	508	1500	0	1430	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	// Divine Helm
31	144	144	1	508	1500	0	1440	0	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	// Royal Mask
31	145	145	1	508	1500	0	1450	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0	// Hades Helm
31	146	146	1	508	500	0	1460	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	// Sacred Fire Helm
31	147	147	1	508	1000	0	1470	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	// Piercing Groove Helm
31	148	148	1	508	1500	0	1480	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	// Phoenix Soul Helmet
32	149	149	1	508	500	0	1490	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	// Bronze Armor
32	150	150	1	508	500	0	1500	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	// Dragon Armor
32	151	151	1	508	500	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Pad Armor
32	152	152	1	508	500	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Legendary Armor
32	153	153	1	508	500	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Bone Armor
32	154	154	1	508	500	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Leather Armor
32	155	155	1	508	500	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Scale Armor
32	156	156	1	508	500	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Sphinx Armor
32	157	157	1	508	500	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Brass Armor
32	158	158	1	508	500	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Plate Armor
32	159	159	1	508	500	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Vine Armor
32	160	160	1	508	500	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Silk Armor
32	161	161	1	508	500	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Wind Armor
32	162	162	1	508	500	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Spirit Armor
32	163	163	1	508	500	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Guardian Armor
32	164	164	1	508	500	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Storm Crow Armor
32	165	165	1	508	500	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Black Dragon Armor
32	166	166	1	508	500	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Dark Phoenix Armor
32	167	167	1	508	500	0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// Grand Soul Armor
32	168	168	1	508	500	0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// Holy Spirit Armor
32	169	169	1	508	500	0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Thunder Hawk Armor
32	170	170	1	508	500	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// Great Dragon Armor
32	171	171	1	508	500	0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// Dark Soul Armor
32	172	172	1	508	500	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Hurricane Armor
32	173	173	1	508	500	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Red Sprit Armor
32	174	174	1	508	500	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Light Plate Armor
32	175	175	1	508	500	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Adamantine Armor
32	176	176	1	508	500	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Dark Steel Armor
32	177	177	1	508	500	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Dark Master Armor
32	178	178	1	508	500	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Sacred Fire Armor
32	179	179	1	508	1000	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Dragon Knight Armor
32	180	180	1	508	1000	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Venom Mist Armor
32	181	181	1	508	1000	0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Sylphid Ray Armor
32	182	182	1	508	1000	0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Volcano Armor
32	183	183	1	508	1000	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Sunlight Armor
32	184	184	1	508	1000	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Ashcrow Armor
32	185	185	1	508	1000	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Iris Armor
32	186	186	1	508	1000	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Eclipse Armor
32	187	187	1	508	1000	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Valiant Armor
32	188	188	1	508	1000	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Glorious Armor
32	189	189	1	508	1000	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Violent Wind Armor
32	190	190	1	508	1000	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Red Wing Armor
32	191	191	1	508	1000	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Ancient Armor
32	192	192	1	508	1000	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Demonic Armor
32	193	193	1	508	1000	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Storm Blitz Armor
32	194	194	1	508	1000	0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Eternal Wing Armor
32	195	195	1	508	1000	0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Piercing Groove Armor
32	196	196	1	508	1500	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Titan  Armor
32	197	197	1	508	1500	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Brave Armor
32	198	198	1	508	1500	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Phantom  Armor
32	199	199	1	508	1500	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Destroy Armor
32	200	200	1	508	1500	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Seraphim Armor
32	201	201	1	508	1500	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Divine Armor
32	202	202	1	508	1500	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Royal Armor
32	203	203	1	508	1500	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Hades Armor
32	204	204	1	508	1500	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Phoenix Soul Armor
33	205	205	1	508	500	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Bronze Pants
33	206	206	1	508	500	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Dragon Pants
33	207	207	1	508	500	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Pad Pants
33	208	208	1	508	500	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Legendary Pants
33	209	209	1	508	500	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Bone Pants
33	210	210	1	508	500	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Leather Pants
33	211	211	1	508	500	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Scale Pants
33	212	212	1	508	500	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Sphinx Pants
33	213	213	1	508	500	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Brass Pants
33	214	214	1	508	500	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Plate Pants
33	215	215	1	508	500	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Vine Pants
33	216	216	1	508	500	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Silk Pants
33	217	217	1	508	500	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Wind Pants
33	218	218	1	508	500	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Spirit Pants
33	219	219	1	508	500	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Guardian Pants
33	220	220	1	508	500	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Storm Crow Pants
33	221	221	1	508	500	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Black Dragon Pants
33	222	222	1	508	500	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Dark Phoenix Pants
33	223	223	1	508	500	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Grand Soul Pants
33	224	224	1	508	500	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Holy Spirit Pants
33	225	225	1	508	500	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Thunder Hawk Pants
33	226	226	1	508	500	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Great Dragon Pants
33	227	227	1	508	500	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Dark Soul Pants
33	228	228	1	508	500	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Hurricane Pants
33	229	229	1	508	500	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Red Spirit Pants
33	230	230	1	508	500	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Light Plate Pants
33	231	231	1	508	500	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Adamantine Pants
33	232	232	1	508	500	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Dark Steel Pants
33	233	233	1	508	500	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Dark Master Pants
33	234	234	1	508	500	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Sacred Fire Pants
33	235	235	1	508	1000	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Dragon Knight Pants
33	236	236	1	508	1000	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Venom Mist Pants
33	237	237	1	508	1000	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Sylphid Ray Pants
33	238	238	1	508	1000	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Volcano Pants
33	239	239	1	508	1000	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Sunlight Pants
33	240	240	1	508	1000	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Ashcrow Pants
33	241	241	1	508	1000	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Eclipse Pants
33	242	242	1	508	1000	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Iris Pants
33	243	243	1	508	1000	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Valiant Pants
33	244	244	1	508	1000	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Glorious Pants
33	245	245	1	508	1000	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Violent Wind Pants
33	246	246	1	508	1000	0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Red Wing Pants
33	247	247	1	508	1000	0	2470	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	// Ancient Pants
33	248	248	1	508	1000	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Demonic Pants
33	249	249	1	508	1000	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Storm Blitz Pants
33	250	250	1	508	1000	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Eternal Wing Pants
33	251	251	1	508	1000	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Piercing Groove Pants
33	252	252	1	508	1500	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Titan  Pants
33	253	253	1	508	1500	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Brave Pants
33	254	254	1	508	1500	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Phantom  Pants
33	255	255	1	508	1500	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Destroy Pants
33	256	256	1	508	1500	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Seraphim Pants
33	257	257	1	508	1500	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Divine Pants
33	258	258	1	508	1500	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Royal Pants
33	259	259	1	508	1500	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Hades Pants
33	260	260	1	508	1500	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Phoenix Soul Pants
34	261	261	1	508	500	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Bronze Gloves
34	262	262	1	508	500	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Dragon Gloves
34	263	263	1	508	500	0	2630	0	0	0	0	0	0	0	0	0	2630	0	0	0	0	0	0	0	0	0	// Pad Gloves
34	264	264	1	508	500	0	2640	0	0	0	0	0	0	0	0	0	2640	0	0	0	0	0	0	0	0	0	// Legendary Gloves
34	265	265	1	508	500	0	2650	0	0	0	0	0	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	// Bone Gloves
34	266	266	1	508	500	0	2660	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	// Leather Gloves
34	267	267	1	508	500	0	2670	0	0	0	0	0	0	0	0	0	2670	0	0	0	0	0	0	0	0	0	// Scale Gloves
34	268	268	1	508	500	0	2680	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	0	0	0	0	0	// Sphinx Gloves
34	269	269	1	508	500	0	2690	0	0	0	0	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	// Brass Gloves
34	270	270	1	508	500	0	2700	0	0	0	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	// Plate Gloves
34	271	271	1	508	500	0	2710	0	0	0	0	0	0	0	0	0	2710	0	0	0	0	0	0	0	0	0	// Vine Gloves
34	272	272	1	508	500	0	2720	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	// Silk Gloves
34	273	273	1	508	500	0	2730	0	0	0	0	0	0	0	0	0	2730	0	0	0	0	0	0	0	0	0	// Wind Gloves
34	274	274	1	508	500	0	2740	0	0	0	0	0	0	0	0	0	2740	0	0	0	0	0	0	0	0	0	// Spirit Gloves
34	275	275	1	508	500	0	2750	0	0	0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	// Guardian Gloves
34	276	276	1	508	500	0	2760	0	0	0	0	0	0	0	0	0	2760	0	0	0	0	0	0	0	0	0	// Storm Crow Gloves
34	277	277	1	508	500	0	2770	0	0	0	0	0	0	0	0	0	2770	0	0	0	0	0	0	0	0	0	// Black Dragon Gloves
34	278	278	1	508	500	0	2780	0	0	0	0	0	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	// Dark Phoenix Gloves
34	279	279	1	508	500	0	2790	0	0	0	0	0	0	0	0	0	2790	0	0	0	0	0	0	0	0	0	// Grand Soul Gloves
34	280	280	1	508	500	0	2800	0	0	0	0	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	// Holy Spirit Gloves
34	281	281	1	508	500	0	2810	0	0	0	0	0	0	0	0	0	2810	0	0	0	0	0	0	0	0	0	// Thunder Hawk Gloves
34	282	282	1	508	500	0	2820	0	0	0	0	0	0	0	0	0	2820	0	0	0	0	0	0	0	0	0	// Great Dragon Gloves
34	283	283	1	508	500	0	2830	0	0	0	0	0	0	0	0	0	2830	0	0	0	0	0	0	0	0	0	// Dark Soul Gloves
34	284	284	1	508	500	0	2840	0	0	0	0	0	0	0	0	0	2840	0	0	0	0	0	0	0	0	0	// Hurricane Gloves
34	285	285	1	508	500	0	2850	0	0	0	0	0	0	0	0	0	2850	0	0	0	0	0	0	0	0	0	// Red Spirit Gloves
34	286	286	1	508	500	0	2860	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	// Light Plate Gloves
34	287	287	1	508	500	0	2870	0	0	0	0	0	0	0	0	0	2870	0	0	0	0	0	0	0	0	0	// Adamantine Gloves
34	288	288	1	508	500	0	2880	0	0	0	0	0	0	0	0	0	2880	0	0	0	0	0	0	0	0	0	// Dark Steel Gloves
34	289	289	1	508	500	0	2890	0	0	0	0	0	0	0	0	0	2890	0	0	0	0	0	0	0	0	0	// Dark Master Gloves
34	290	290	1	508	1000	0	2900	0	0	0	0	0	0	0	0	0	2900	0	0	0	0	0	0	0	0	0	// Dragon Knight Gloves
34	291	291	1	508	1000	0	2910	0	0	0	0	0	0	0	0	0	2910	0	0	0	0	0	0	0	0	0	// Venom Mist Gloves
34	292	292	1	508	1000	0	2920	0	0	0	0	0	0	0	0	0	2920	0	0	0	0	0	0	0	0	0	// Sylphid Ray Gloves
34	293	293	1	508	1000	0	2930	0	0	0	0	0	0	0	0	0	2930	0	0	0	0	0	0	0	0	0	// Volcano Gloves
34	294	294	1	508	1000	0	2940	0	0	0	0	0	0	0	0	0	2940	0	0	0	0	0	0	0	0	0	// Sunlight Gloves
34	295	295	1	508	1000	0	2950	0	0	0	0	0	0	0	0	0	2950	0	0	0	0	0	0	0	0	0	// Ashcrow Gloves
34	296	296	1	508	1000	0	2960	0	0	0	0	0	0	0	0	0	2960	0	0	0	0	0	0	0	0	0	// Eclipse Gloves
34	297	297	1	508	1000	0	2970	0	0	0	0	0	0	0	0	0	2970	0	0	0	0	0	0	0	0	0	// Iris Gloves
34	298	298	1	508	1000	0	2980	0	0	0	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	// Valiant Gloves
34	299	299	1	508	1000	0	2990	0	0	0	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	// Glorious Gloves
34	300	300	1	508	1000	0	3000	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	// Violent Wind Gloves
34	301	301	1	508	1000	0	3010	0	0	0	0	0	0	0	0	0	3010	0	0	0	0	0	0	0	0	0	// Red Wing Gloves
34	302	302	1	508	1000	0	3020	0	0	0	0	0	0	0	0	0	3020	0	0	0	0	0	0	0	0	0	// Ancient Gloves
34	303	303	1	508	1000	0	3030	0	0	0	0	0	0	0	0	0	3030	0	0	0	0	0	0	0	0	0	// Demonic Gloves
